Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
2959,55,0,19,Clothing,60,34,M,Black,Summer,4.5,0,5,4,No,0,28,4,4
2960,38,0,7,Accessories,-12,42,L,Maroon,Summer,4.7,0,4,2,No,0,9,4,5
2961,57,0,4,Outerwear,8,13,S,Olive,Spring,3.6,0,5,4,No,0,47,2,6
2962,33,0,9,Clothing,3,28,S,Gold,Fall,2.8,0,2,2,No,0,21,3,1
2963,57,0,13,Clothing,0,4,L,Pink,Fall,4.0,0,4,1,No,0,42,2,2
2964,52,0,3,Footwear,57,18,M,Brown,Spring,3.6,0,3,2,No,0,28,2,6
2965,44,0,4,Outerwear,-15,34,S,White,Fall,3.8,0,2,0,No,0,13,5,3
2966,48,0,15,Accessories,5,7,M,Blue,Summer,4.4,0,0,4,No,0,25,4,3
2967,52,0,3,Footwear,9,35,L,Orange,Fall,2.8,0,1,5,No,0,38,3,2
2968,34,0,20,Footwear,-4,13,L,Silver,Summer,3.4,0,1,2,No,0,40,5,0
2969,26,0,23,Clothing,8,39,S,Gray,Fall,4.9,0,1,1,No,0,25,1,2
2970,36,0,1,Accessories,22,44,S,Blue,Fall,4.3,0,0,3,No,0,20,1,2
2971,24,0,12,Accessories,34,15,M,White,Winter,3.4,0,0,2,No,0,44,2,1
2972,30,0,7,Accessories,60,43,L,Yellow,Fall,3.9,0,2,3,No,0,9,4,2
2973,31,0,10,Outerwear,-1,31,S,Indigo,Fall,4.2,0,5,2,No,0,11,5,2
2974,25,0,3,Footwear,25,13,M,Blue,Summer,2.7,0,4,5,No,0,3,0,3
2975,57,0,20,Footwear,59,41,XL,Peach,Summer,4.1,0,1,5,No,0,34,2,6
2976,61,0,15,Accessories,28,9,XL,Lavender,Winter,4.5,0,4,0,No,0,48,1,2
2977,30,0,4,Outerwear,57,26,M,Silver,Summer,2.8,0,3,1,No,0,28,1,3
2978,38,0,18,Clothing,7,46,L,Gold,Winter,3.4,0,4,4,No,0,20,5,0
2979,53,0,18,Clothing,16,11,S,Cyan,Spring,3.9,0,2,2,No,0,49,0,3
2980,31,0,11,Clothing,51,17,L,Olive,Fall,2.6,0,4,3,No,0,14,4,6
2981,70,0,6,Accessories,53,29,L,Teal,Fall,4.4,0,1,0,No,0,9,0,4
2982,21,0,13,Clothing,-4,7,L,Pink,Winter,4.9,0,4,4,No,0,37,5,0
2983,33,0,5,Clothing,5,48,M,Orange,Summer,3.6,0,5,5,No,0,4,2,6
2984,60,0,13,Clothing,4,47,M,Charcoal,Winter,2.8,0,5,0,No,0,1,2,5
2985,45,0,6,Accessories,-8,42,L,Red,Spring,4.3,0,4,0,No,0,36,3,1
2986,46,0,1,Accessories,-4,10,S,Teal,Summer,3.0,0,5,1,No,0,21,1,1
2987,62,0,1,Accessories,45,2,S,Silver,Summer,3.3,0,2,0,No,0,16,2,4
2988,63,0,19,Clothing,-4,17,L,Black,Winter,2.5,0,3,5,No,0,42,1,4
2989,69,0,21,Clothing,15,27,S,Pink,Spring,5.0,0,3,0,No,0,31,3,4
2990,46,0,1,Accessories,-20,38,XL,Teal,Summer,4.3,0,1,0,No,0,6,2,6
2991,69,0,16,Clothing,51,12,M,Teal,Fall,4.2,0,5,2,No,0,24,5,4
2992,66,0,5,Clothing,31,43,L,Green,Summer,3.9,0,4,4,No,0,7,4,1
2993,41,0,21,Clothing,24,33,M,Charcoal,Spring,3.9,0,0,5,No,0,25,5,6
2994,32,0,10,Outerwear,-19,15,L,Indigo,Spring,4.2,0,0,2,No,0,18,1,1
2995,69,0,23,Clothing,60,27,S,White,Winter,3.5,0,1,5,No,0,14,0,5
2996,29,0,11,Clothing,56,45,M,Orange,Summer,2.5,0,5,4,No,0,42,3,1
2997,70,0,12,Accessories,51,43,M,White,Spring,2.9,0,2,1,No,0,6,5,2
2998,41,0,23,Clothing,0,11,S,Yellow,Spring,2.7,0,5,3,No,0,14,5,2
2999,31,0,9,Clothing,13,1,M,Red,Summer,4.7,0,5,1,No,0,30,3,5
3000,31,0,22,Accessories,8,28,S,Charcoal,Winter,3.8,0,0,4,No,0,10,1,4
3001,57,0,14,Footwear,30,34,M,Lavender,Winter,3.7,0,1,1,No,0,7,4,6
3002,29,0,4,Outerwear,-11,25,L,Charcoal,Summer,4.7,0,2,1,No,0,28,2,5
3003,70,0,1,Accessories,-11,17,M,Maroon,Fall,3.6,0,1,3,No,0,19,0,5
3004,51,0,2,Clothing,13,36,M,Brown,Fall,2.8,0,5,1,No,0,13,2,2
3005,45,0,19,Clothing,39,2,M,Lavender,Winter,3.7,0,5,5,No,0,23,5,3
3006,18,0,18,Clothing,25,1,XL,Brown,Spring,3.5,0,0,1,No,0,5,5,6
3007,37,0,5,Clothing,59,43,M,Olive,Summer,3.7,0,5,5,No,0,17,5,1
3008,23,0,22,Accessories,20,31,L,Lavender,Winter,3.0,0,3,3,No,0,31,5,6
3009,39,0,17,Footwear,46,30,M,Gold,Winter,4.9,0,1,2,No,0,19,4,6
3010,62,0,1,Accessories,33,17,M,Silver,Winter,4.6,0,5,2,No,0,8,5,3
3011,70,0,1,Accessories,5,34,M,Violet,Winter,3.3,0,0,2,No,0,15,2,0
3012,20,0,1,Accessories,30,27,S,Brown,Summer,3.0,0,0,3,No,0,18,2,2
3013,42,0,1,Accessories,25,11,M,Teal,Fall,3.5,0,2,4,No,0,16,4,0
3014,41,0,19,Clothing,15,2,L,Peach,Summer,4.2,0,3,5,No,0,13,1,4
3015,24,0,24,Clothing,25,43,M,Maroon,Spring,4.5,0,2,1,No,0,38,4,2
3016,37,0,15,Accessories,-19,49,XL,Lavender,Spring,2.8,0,5,1,No,0,27,0,1
3017,30,0,2,Clothing,-14,13,L,Lavender,Summer,4.9,0,2,5,No,0,31,0,5
3018,58,0,22,Accessories,31,48,S,Purple,Summer,3.3,0,0,3,No,0,24,1,1
3019,43,0,3,Footwear,1,42,M,Green,Summer,3.0,0,3,2,No,0,21,3,1
3020,19,0,10,Outerwear,4,43,M,Yellow,Winter,3.9,0,5,0,No,0,15,4,0
3021,23,0,11,Clothing,41,3,S,Charcoal,Fall,2.8,0,0,5,No,0,48,5,2
3022,65,0,22,Accessories,37,37,S,Blue,Summer,4.5,0,3,0,No,0,47,1,5
3023,58,0,14,Footwear,-14,9,M,Lavender,Fall,4.0,0,3,2,No,0,23,4,6
3024,50,0,0,Accessories,-9,13,M,Brown,Summer,2.9,0,4,1,No,0,4,4,5
3025,67,0,2,Clothing,42,11,S,White,Spring,4.0,0,2,2,No,0,47,2,2
3026,40,0,17,Footwear,20,25,XL,Green,Summer,3.4,0,3,5,No,0,7,4,4
3027,55,0,16,Clothing,30,41,L,Magenta,Fall,2.5,0,5,2,No,0,6,2,0
3028,52,0,9,Clothing,-14,47,XL,Peach,Winter,2.8,0,0,0,No,0,47,2,5
3029,62,0,5,Clothing,60,4,L,Charcoal,Summer,3.0,0,4,2,No,0,7,4,2
3030,64,0,5,Clothing,42,9,M,Gold,Summer,3.1,0,0,2,No,0,1,3,5
3031,43,0,20,Footwear,-16,19,XL,Purple,Spring,2.6,0,4,0,No,0,23,2,6
3032,61,0,2,Clothing,34,11,L,Teal,Summer,4.9,0,4,0,No,0,30,2,4
3033,26,0,0,Accessories,18,4,XL,Green,Summer,3.5,0,3,3,No,0,24,2,5
3034,22,0,23,Clothing,16,0,L,Orange,Spring,2.6,0,4,5,No,0,9,4,6
3035,51,0,3,Footwear,-3,43,L,Peach,Spring,3.5,0,4,0,No,0,25,2,5
3036,69,0,7,Accessories,24,16,M,Gold,Spring,4.5,0,0,2,No,0,18,1,1
3037,50,0,9,Clothing,18,44,S,Violet,Spring,4.3,0,4,3,No,0,7,5,3
3038,51,0,1,Accessories,4,14,L,Charcoal,Summer,4.8,0,3,3,No,0,2,1,0
3039,56,0,12,Accessories,-1,9,M,Brown,Summer,4.2,0,0,2,No,0,36,3,0
3040,59,0,2,Clothing,8,0,L,Blue,Spring,3.2,0,0,3,No,0,31,4,1
3041,18,0,7,Accessories,-8,26,M,Gold,Fall,4.1,0,4,1,No,0,10,1,3
3042,48,0,7,Accessories,39,38,M,Orange,Winter,4.0,0,2,1,No,0,27,4,4
3043,53,0,4,Outerwear,-13,40,L,Turquoise,Winter,2.9,0,2,3,No,0,14,4,2
3044,45,0,1,Accessories,58,12,S,Peach,Fall,2.6,0,3,5,No,0,17,2,4
3045,21,0,3,Footwear,27,32,M,Magenta,Winter,2.7,0,4,2,No,0,10,0,5
3046,42,0,21,Clothing,-3,8,L,Black,Winter,4.6,0,3,0,No,0,4,4,1
3047,60,0,17,Footwear,9,37,M,White,Spring,3.2,0,0,5,No,0,25,1,2
3048,21,0,20,Footwear,34,44,M,Violet,Fall,4.1,0,1,0,No,0,3,4,1
3049,69,0,12,Accessories,53,5,M,Olive,Summer,3.9,0,4,4,No,0,47,5,3
3050,40,0,7,Accessories,20,43,L,Red,Summer,3.0,0,3,3,No,0,41,0,1
3051,31,0,4,Outerwear,36,16,S,Green,Spring,3.6,0,1,4,No,0,28,5,2
3052,44,0,22,Accessories,24,49,L,Gold,Summer,4.6,0,5,1,No,0,49,3,2
3053,48,0,17,Footwear,-2,18,XL,Olive,Spring,4.5,0,2,5,No,0,7,0,3
3054,32,0,17,Footwear,51,18,L,Brown,Winter,3.2,0,2,3,No,0,22,0,4
3055,42,0,3,Footwear,30,28,S,Magenta,Summer,4.9,0,1,0,No,0,34,5,4
3056,27,0,14,Footwear,-18,15,M,Violet,Fall,5.0,0,0,4,No,0,5,3,1
3057,69,0,6,Accessories,19,29,M,Beige,Spring,3.8,0,2,4,No,0,15,1,1
3058,67,0,0,Accessories,-18,32,M,Blue,Spring,3.4,0,4,3,No,0,26,0,6
3059,41,0,7,Accessories,34,47,S,Orange,Winter,3.8,0,5,5,No,0,3,0,3
3060,46,0,23,Clothing,31,16,L,Maroon,Spring,3.2,0,4,1,No,0,42,2,5
3061,47,0,4,Outerwear,40,4,S,Charcoal,Summer,4.7,0,2,5,No,0,1,5,4
3062,33,0,24,Clothing,19,40,L,Olive,Fall,4.5,0,3,1,No,0,20,4,2
3063,51,0,0,Accessories,56,4,L,Green,Fall,3.3,0,0,4,No,0,39,4,4
3064,26,0,22,Accessories,3,6,L,Brown,Winter,3.9,0,3,5,No,0,24,2,3
3065,22,0,1,Accessories,36,11,S,Cyan,Winter,3.6,0,3,1,No,0,49,0,5
3066,49,0,10,Outerwear,19,33,M,Beige,Fall,2.8,0,3,5,No,0,7,5,1
3067,58,0,19,Clothing,8,21,L,Teal,Summer,4.3,0,1,2,No,0,13,5,2
3068,70,0,1,Accessories,-18,24,S,Gray,Spring,3.5,0,0,2,No,0,2,1,6
3069,32,0,3,Footwear,0,4,M,Indigo,Winter,4.2,0,0,1,No,0,4,3,6
3070,62,0,11,Clothing,33,7,L,Magenta,Spring,4.6,0,5,1,No,0,17,3,5
3071,52,0,17,Footwear,-14,0,XL,Red,Fall,2.6,0,3,2,No,0,43,4,1
3072,23,0,23,Clothing,1,28,L,Turquoise,Spring,3.4,0,3,3,No,0,6,4,4
3073,26,0,12,Accessories,58,31,L,Peach,Spring,3.1,0,5,4,No,0,46,4,5
3074,58,0,16,Clothing,23,36,L,White,Winter,3.6,0,4,2,No,0,7,3,1
3075,26,0,3,Footwear,15,20,L,Maroon,Winter,4.2,0,0,3,No,0,34,3,3
3076,54,0,18,Clothing,50,43,XL,Beige,Winter,3.6,0,2,4,No,0,21,4,2
3077,66,0,7,Accessories,6,28,M,Blue,Summer,3.6,0,2,1,No,0,13,5,1
3078,60,0,23,Clothing,48,12,S,Red,Spring,3.0,0,5,5,No,0,33,3,1
3079,32,0,1,Accessories,55,1,M,Blue,Spring,2.5,0,0,0,No,0,24,0,1
3080,48,0,1,Accessories,-9,49,M,Maroon,Fall,4.0,0,2,5,No,0,4,0,0
3081,69,0,9,Clothing,2,5,L,Yellow,Spring,4.1,0,4,3,No,0,5,1,1
3082,64,0,20,Footwear,4,44,L,Pink,Winter,4.9,0,3,3,No,0,11,2,6
3083,56,0,24,Clothing,59,43,M,Maroon,Spring,4.0,0,5,3,No,0,20,0,0
3084,22,0,13,Clothing,-20,12,S,Purple,Summer,3.5,0,5,5,No,0,28,4,5
3085,46,0,15,Accessories,-3,11,S,Indigo,Spring,3.2,0,0,5,No,0,43,4,4
3086,24,0,23,Clothing,10,27,L,Gray,Winter,2.8,0,2,5,No,0,10,5,2
3087,47,0,7,Accessories,33,43,M,Lavender,Summer,3.5,0,3,3,No,0,26,5,2
3088,62,0,16,Clothing,44,32,M,Charcoal,Spring,3.1,0,1,2,No,0,29,0,4
3089,34,0,5,Clothing,24,3,M,Teal,Spring,3.3,0,4,5,No,0,35,0,5
3090,50,0,14,Footwear,-19,32,L,Blue,Fall,4.6,0,3,2,No,0,23,1,1
3091,29,0,16,Clothing,-4,42,M,Peach,Summer,4.9,0,4,5,No,0,15,0,5
3092,68,0,5,Clothing,41,27,L,Orange,Winter,3.4,0,0,0,No,0,46,2,0
3093,52,0,22,Accessories,14,43,L,Silver,Fall,3.5,0,1,3,No,0,14,0,1
3094,29,0,21,Clothing,23,37,L,Red,Summer,4.8,0,0,5,No,0,17,1,2
3095,22,0,14,Footwear,19,9,M,Gray,Summer,2.7,0,0,5,No,0,9,1,6
3096,62,0,8,Accessories,13,22,S,Beige,Fall,3.4,0,1,4,No,0,13,5,3
3097,69,0,16,Clothing,23,15,L,White,Winter,3.5,0,4,3,No,0,20,0,4
3098,48,0,17,Footwear,-7,7,M,Silver,Fall,3.7,0,3,2,No,0,39,0,5
3099,66,0,13,Clothing,24,30,L,Cyan,Summer,3.3,0,0,3,No,0,50,0,5
3100,42,0,16,Clothing,58,21,S,Maroon,Fall,2.9,0,5,2,No,0,21,0,1
3101,50,0,8,Accessories,45,44,L,Purple,Winter,3.9,0,5,1,No,0,3,0,6
3102,32,0,12,Accessories,42,11,S,Brown,Summer,2.7,0,4,1,No,0,9,4,3
3103,51,0,10,Outerwear,45,40,M,Green,Summer,4.3,0,0,4,No,0,29,1,1
3104,27,0,16,Clothing,-3,12,S,Peach,Winter,3.0,0,4,0,No,0,42,0,6
3105,43,0,13,Clothing,16,9,S,Turquoise,Summer,5.0,0,4,0,No,0,41,3,3
3106,48,0,19,Clothing,-7,36,M,Olive,Fall,2.7,0,3,1,No,0,17,3,4
3107,62,0,14,Footwear,17,0,M,Yellow,Winter,4.7,0,5,3,No,0,20,4,0
3108,65,0,2,Clothing,-9,10,L,Gray,Winter,4.6,0,3,4,No,0,18,2,1
3109,50,0,21,Clothing,29,36,M,Purple,Fall,3.2,0,0,0,No,0,7,4,4
3110,60,0,10,Outerwear,52,12,M,Gray,Winter,4.3,0,2,2,No,0,47,0,3
3111,19,0,7,Accessories,6,42,L,Lavender,Fall,4.6,0,0,3,No,0,2,0,1
3112,21,0,1,Accessories,41,15,XL,Indigo,Spring,4.9,0,4,2,No,0,25,3,5
3113,19,0,2,Clothing,57,42,S,Green,Fall,3.8,0,1,1,No,0,26,5,0
3114,46,0,16,Clothing,53,26,L,Green,Summer,2.6,0,4,1,No,0,2,3,6
3115,21,0,7,Accessories,16,3,M,Olive,Spring,4.7,0,5,5,No,0,45,5,1
3116,26,0,15,Accessories,13,40,M,Charcoal,Fall,4.1,0,4,2,No,0,9,0,1
3117,50,0,4,Outerwear,26,25,L,Gray,Spring,3.7,0,3,5,No,0,1,5,6
3118,43,0,9,Clothing,10,8,M,Olive,Fall,3.0,0,2,2,No,0,4,4,1
3119,61,0,18,Clothing,57,45,L,Blue,Summer,4.7,0,5,4,No,0,31,3,5
3120,63,0,14,Footwear,39,17,XL,Silver,Winter,4.7,0,1,0,No,0,21,2,2
3121,46,0,16,Clothing,36,17,M,Magenta,Fall,4.0,0,5,5,No,0,32,3,3
3122,63,0,9,Clothing,-2,17,L,Black,Fall,2.6,0,2,4,No,0,16,5,6
3123,23,0,21,Clothing,5,9,M,Pink,Fall,3.0,0,3,1,No,0,34,2,3
3124,57,0,7,Accessories,37,14,XL,Red,Fall,3.3,0,4,3,No,0,40,5,1
3125,57,0,12,Accessories,11,4,M,Peach,Summer,3.4,0,5,4,No,0,4,1,2
3126,33,0,4,Outerwear,-14,36,L,Lavender,Spring,4.0,0,5,4,No,0,3,1,5
3127,57,0,22,Accessories,36,18,L,Lavender,Winter,2.6,0,4,5,No,0,28,0,1
3128,55,0,6,Accessories,54,17,M,Beige,Winter,3.4,0,2,2,No,0,43,2,2
3129,65,0,10,Outerwear,-8,3,S,Indigo,Fall,4.4,0,4,4,No,0,20,1,0
3130,60,0,14,Footwear,-20,19,S,Cyan,Summer,4.7,0,4,1,No,0,40,5,2
3131,52,0,13,Clothing,-20,44,M,Yellow,Summer,4.5,0,4,5,No,0,34,5,2
3132,34,0,10,Outerwear,19,33,M,Peach,Fall,2.9,0,1,5,No,0,11,0,2
3133,33,0,23,Clothing,57,21,M,Yellow,Summer,4.2,0,1,1,No,0,26,1,5
3134,58,0,24,Clothing,28,3,M,Orange,Spring,4.1,0,2,3,No,0,29,1,1
3135,35,0,3,Footwear,26,16,L,Gray,Spring,4.4,0,5,5,No,0,47,0,6
3136,68,0,17,Footwear,45,13,L,Yellow,Spring,4.7,0,0,2,No,0,48,5,3
3137,58,0,19,Clothing,-8,22,M,Gray,Fall,3.1,0,0,3,No,0,29,1,1
3138,34,0,4,Outerwear,4,17,M,Turquoise,Spring,2.7,0,1,0,No,0,14,0,4
3139,47,0,2,Clothing,55,16,L,Gray,Fall,4.6,0,5,3,No,0,40,1,2
3140,35,0,22,Accessories,45,9,M,Olive,Winter,4.4,0,5,3,No,0,4,5,6
3141,34,0,6,Accessories,4,1,XL,Peach,Summer,4.6,0,3,2,No,0,37,0,6
3142,36,0,22,Accessories,-10,23,S,Peach,Winter,4.9,0,5,1,No,0,47,2,1
3143,23,0,20,Footwear,-19,15,L,Magenta,Winter,4.0,0,4,0,No,0,1,5,5
3144,68,0,9,Clothing,-18,2,M,Purple,Summer,2.9,0,3,5,No,0,26,1,5
3145,23,0,3,Footwear,30,18,L,Beige,Spring,2.6,0,0,2,No,0,12,3,5
3146,57,0,7,Accessories,-11,42,XL,Purple,Spring,4.6,0,3,4,No,0,16,4,3
3147,21,0,16,Clothing,43,45,S,Yellow,Winter,4.9,0,0,2,No,0,19,4,0
3148,45,0,23,Clothing,59,33,M,Pink,Winter,4.3,0,1,1,No,0,21,2,6
3149,37,0,18,Clothing,-5,47,L,Purple,Fall,4.3,0,2,2,No,0,15,5,6
3150,18,0,1,Accessories,0,32,M,Lavender,Winter,4.6,0,3,2,No,0,9,5,0
3151,55,0,2,Clothing,-15,9,M,Peach,Spring,2.6,0,5,1,No,0,7,0,1
3152,52,0,24,Clothing,24,30,L,Orange,Fall,3.1,0,1,0,No,0,47,0,5
3153,49,0,1,Accessories,50,32,M,Red,Fall,3.1,0,5,5,No,0,17,4,4
3154,56,0,21,Clothing,48,0,L,Red,Fall,3.1,0,0,3,No,0,46,5,3
3155,27,0,1,Accessories,15,6,M,Gold,Winter,4.4,0,5,4,No,0,32,1,5
3156,22,0,7,Accessories,50,25,M,Brown,Fall,4.3,0,4,2,No,0,34,1,0
3157,18,0,16,Clothing,10,25,M,Black,Winter,3.1,0,1,0,No,0,18,1,4
3158,21,0,1,Accessories,-6,18,L,Red,Fall,3.1,0,0,5,No,0,5,3,3
3159,30,0,12,Accessories,37,23,M,Gray,Winter,4.9,0,4,0,No,0,44,2,4
3160,62,0,8,Accessories,49,17,L,Pink,Winter,2.9,0,4,5,No,0,4,0,5
3161,28,0,0,Accessories,47,26,XL,Turquoise,Fall,3.8,0,3,3,No,0,37,1,3
3162,66,0,5,Clothing,37,20,S,Charcoal,Winter,4.2,0,1,0,No,0,43,1,4
3163,66,0,17,Footwear,45,48,L,Blue,Winter,3.9,0,2,4,No,0,28,0,5
3164,49,0,13,Clothing,26,26,XL,Turquoise,Summer,2.8,0,0,1,No,0,36,1,4
3165,40,0,5,Clothing,-8,2,L,Silver,Winter,2.6,0,1,4,No,0,16,2,0
3166,49,0,10,Outerwear,52,10,M,Lavender,Spring,3.0,0,4,5,No,0,38,0,2
3167,19,0,16,Clothing,40,9,M,Gold,Winter,2.7,0,3,3,No,0,37,0,3
3168,24,0,5,Clothing,38,36,M,Blue,Fall,2.8,0,5,0,No,0,9,1,1
3169,31,0,11,Clothing,-16,25,M,Orange,Spring,2.9,0,0,0,No,0,14,4,3
3170,35,0,24,Clothing,19,9,M,White,Fall,3.8,0,5,2,No,0,3,5,6
3171,65,0,22,Accessories,1,38,XL,Charcoal,Spring,4.4,0,3,1,No,0,10,2,3
3172,68,0,12,Accessories,-14,41,M,Maroon,Spring,3.1,0,2,1,No,0,26,0,1
3173,57,0,21,Clothing,12,24,M,Olive,Fall,3.7,0,5,4,No,0,30,3,1
3174,69,0,19,Clothing,6,46,L,Teal,Summer,4.9,0,1,3,No,0,32,4,3
3175,45,0,13,Clothing,12,35,L,Orange,Winter,3.8,0,4,5,No,0,35,4,4
3176,35,0,21,Clothing,2,6,M,Maroon,Fall,3.4,0,3,5,No,0,26,3,2
3177,36,0,14,Footwear,-3,3,XL,Turquoise,Spring,4.6,0,1,0,No,0,39,2,4
3178,55,0,1,Accessories,12,24,L,Beige,Fall,3.2,0,2,4,No,0,31,2,4
3179,66,0,14,Footwear,-6,46,L,Beige,Spring,2.7,0,1,2,No,0,28,2,0
3180,57,0,18,Clothing,48,11,M,Olive,Spring,4.3,0,3,2,No,0,12,3,1
3181,18,0,7,Accessories,48,25,L,Turquoise,Fall,3.8,0,1,4,No,0,46,4,6
3182,31,0,10,Outerwear,11,25,M,Charcoal,Summer,4.4,0,1,2,No,0,27,4,2
3183,50,0,22,Accessories,57,9,L,Green,Fall,3.6,0,4,2,No,0,4,2,0
3184,50,0,20,Footwear,16,23,M,Green,Winter,3.5,0,3,4,No,0,14,1,2
3185,61,0,23,Clothing,13,10,L,Green,Spring,4.2,0,2,0,No,0,30,5,5
3186,52,0,19,Clothing,31,34,L,Gold,Fall,4.7,0,2,1,No,0,6,4,0
3187,38,0,12,Accessories,53,45,S,Cyan,Winter,4.8,0,4,5,No,0,43,5,0
3188,67,0,2,Clothing,32,42,L,Indigo,Winter,3.2,0,2,2,No,0,28,3,6
3189,42,0,2,Clothing,19,44,M,Lavender,Winter,3.5,0,5,4,No,0,39,0,4
3190,25,0,3,Footwear,47,15,M,Beige,Summer,4.2,0,4,5,No,0,30,4,1
3191,41,0,11,Clothing,38,4,S,Purple,Fall,3.4,0,0,2,No,0,5,2,3
3192,62,0,9,Clothing,28,23,XL,Maroon,Winter,4.7,0,0,5,No,0,42,2,2
3193,19,0,23,Clothing,36,14,S,Maroon,Fall,3.0,0,2,2,No,0,20,1,3
3194,63,0,6,Accessories,59,45,L,Teal,Winter,4.0,0,4,1,No,0,35,2,3
3195,43,0,20,Footwear,12,19,L,Gold,Summer,4.6,0,3,4,No,0,10,2,1
3196,68,0,22,Accessories,18,24,S,Red,Spring,4.9,0,3,3,No,0,36,2,5
3197,24,0,1,Accessories,19,48,L,Maroon,Winter,2.8,0,3,1,No,0,21,3,3
3198,27,0,23,Clothing,31,18,M,Teal,Spring,3.2,0,0,2,No,0,29,2,2
3199,61,0,6,Accessories,54,37,L,Peach,Winter,2.8,0,1,2,No,0,39,3,6
3200,59,0,7,Accessories,0,18,XL,Pink,Winter,4.2,0,4,1,No,0,16,4,4
3201,67,0,21,Clothing,-16,24,L,Black,Spring,4.8,0,4,2,No,0,32,2,4
3202,46,0,13,Clothing,-2,44,S,Indigo,Fall,2.8,0,2,0,No,0,34,1,4
3203,65,0,15,Accessories,-3,48,L,Green,Fall,4.5,0,0,4,No,0,38,5,0
3204,63,0,4,Outerwear,-11,29,L,Teal,Spring,4.1,0,1,1,No,0,14,5,0
3205,57,0,10,Outerwear,52,30,XL,Lavender,Fall,4.3,0,2,2,No,0,23,3,1
3206,40,0,9,Clothing,-16,5,XL,Magenta,Fall,4.4,0,3,0,No,0,50,0,2
3207,36,0,3,Footwear,12,4,M,Brown,Winter,3.0,0,3,2,No,0,49,4,4
3208,67,0,21,Clothing,-11,2,XL,Beige,Summer,2.7,0,3,3,No,0,14,4,0
3209,61,0,12,Accessories,-10,13,L,Indigo,Winter,3.3,0,4,0,No,0,42,4,6
3210,64,0,17,Footwear,-9,3,L,Peach,Fall,4.3,0,0,4,No,0,39,3,0
3211,30,0,21,Clothing,27,27,M,Magenta,Summer,2.9,0,3,1,No,0,43,5,1
3212,53,0,13,Clothing,25,38,L,Turquoise,Winter,4.9,0,2,4,No,0,12,1,4
3213,27,0,20,Footwear,-18,49,M,Indigo,Winter,3.6,0,0,0,No,0,21,3,6
3214,27,0,22,Accessories,16,42,M,Brown,Winter,3.3,0,5,4,No,0,33,2,4
3215,53,0,19,Clothing,38,46,M,Yellow,Spring,3.1,0,0,2,No,0,6,3,0
3216,34,0,4,Outerwear,50,38,M,Magenta,Summer,2.7,0,0,2,No,0,10,4,2
3217,39,0,9,Clothing,45,12,S,Olive,Winter,3.4,0,3,3,No,0,18,1,6
3218,44,0,22,Accessories,18,36,M,Silver,Fall,3.4,0,4,1,No,0,46,5,6
3219,37,0,19,Clothing,-6,8,M,Teal,Fall,3.9,0,5,1,No,0,49,4,4
3220,57,0,4,Outerwear,0,15,L,White,Summer,3.5,0,0,0,No,0,39,2,6
3221,38,0,7,Accessories,-11,33,M,Blue,Fall,4.1,0,4,2,No,0,16,1,4
3222,21,0,24,Clothing,36,28,M,Yellow,Winter,3.2,0,2,4,No,0,28,1,0
3223,45,0,22,Accessories,44,42,S,Maroon,Fall,4.6,0,3,5,No,0,22,4,5
3224,68,0,16,Clothing,25,25,S,Gray,Spring,3.9,0,4,4,No,0,36,5,1
3225,37,0,9,Clothing,40,7,L,Indigo,Winter,2.7,0,1,2,No,0,18,4,4
3226,53,0,2,Clothing,58,28,M,Pink,Fall,3.0,0,2,5,No,0,31,2,6
3227,57,0,20,Footwear,31,22,XL,Beige,Spring,3.3,0,3,3,No,0,38,0,3
3228,28,0,15,Accessories,29,1,XL,White,Fall,2.7,0,2,2,No,0,42,3,5
3229,37,0,12,Accessories,55,6,M,Yellow,Spring,4.6,0,2,0,No,0,27,4,0
3230,54,0,13,Clothing,27,6,M,Teal,Fall,2.7,0,3,1,No,0,24,1,4
3231,49,0,20,Footwear,9,15,M,Olive,Summer,2.5,0,5,3,No,0,38,3,0
3232,62,0,17,Footwear,57,27,M,Maroon,Winter,4.4,0,4,2,No,0,9,2,0
3233,45,0,24,Clothing,-6,20,M,White,Spring,4.0,0,4,3,No,0,19,0,4
3234,45,0,1,Accessories,34,13,M,Lavender,Fall,3.8,0,2,1,No,0,11,3,1
3235,49,0,12,Accessories,56,46,M,Black,Winter,2.5,0,0,0,No,0,16,3,5
3236,27,0,1,Accessories,28,15,M,Green,Summer,4.0,0,5,2,No,0,18,5,4
3237,63,0,1,Accessories,44,39,L,Olive,Fall,4.1,0,5,3,No,0,8,1,4
3238,61,0,24,Clothing,17,44,M,Gray,Summer,2.8,0,0,1,No,0,4,1,6
3239,25,0,20,Footwear,44,49,XL,Teal,Fall,3.4,0,4,0,No,0,37,1,5
3240,33,0,22,Accessories,-8,5,M,Charcoal,Fall,2.7,0,2,0,No,0,30,1,4
3241,56,0,14,Footwear,-3,47,M,Violet,Fall,3.8,0,2,0,No,0,37,0,4
3242,50,0,7,Accessories,18,6,M,Lavender,Summer,4.4,0,2,5,No,0,30,4,5
3243,45,0,21,Clothing,34,36,S,Beige,Fall,2.8,0,1,1,No,0,17,5,6
